"MEASURE","Measure","SEX_ABS","Sex","AGE","Age","REGIONTYPE","Geography Level","ASGS_2016","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","118011344","Dover Heights","A","Annual","2016","2016",413,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","118011345","Paddington - Moore Park","A","Annual","2016","2016",463,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","118011345","Paddington - Moore Park","A","Annual","2016","2016",423,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","118011346","Rose Bay - Vaucluse - Watsons Bay","A","Annual","2016","2016",318,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","118011346","Rose Bay - Vaucluse - Watsons Bay","A","Annual","2016","2016",313,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","118011347","Woollahra","A","Annual","2016","2016",258,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","118011347","Woollahra","A","Annual","2016","2016",216,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","118021348","Coogee - Clovelly","A","Annual","2016","2016",885,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","118021348","Coogee - Clovelly","A","Annual","2016","2016",877,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","118021350","Malabar - La Perouse - Chifley","A","Annual","2016","2016",723,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","118021350","Malabar - La Perouse - Chifley","A","Annual","2016","2016",663,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","118021564","Kensington (NSW)","A","Annual","2016","2016",318,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","118021564","Kensington (NSW)","A","Annual","2016","2016",295,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","118021565","Kingsford","A","Annual","2016","2016",325,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","118021565","Kingsford","A","Annual","2016","2016",325,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","118021566","Maroubra - North","A","Annual","2016","2016",325,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","118021566","Maroubra - North","A","Annual","2016","2016",280,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","118021567","Maroubra - South","A","Annual","2016","2016",373,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","118021567","Maroubra - South","A","Annual","2016","2016",321,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","118021568","Maroubra - West","A","Annual","2016","2016",306,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","118021568","Maroubra - West","A","Annual","2016","2016",335,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","118021569","Randwick - North","A","Annual","2016","2016",611,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","118021569","Randwick - North","A","Annual","2016","2016",607,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","118021570","Randwick - South","A","Annual","2016","2016",409,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","118021570","Randwick - South","A","Annual","2016","2016",387,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","119011354","Bass Hill - Georges Hall","A","Annual","2016","2016",853,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","119011354","Bass Hill - Georges Hall","A","Annual","2016","2016",868,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","119011355","Chullora","A","Annual","2016","2016",51,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","119011355","Chullora","A","Annual","2016","2016",48,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","119011356","Condell Park","A","Annual","2016","2016",490,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","119011356","Condell Park","A","Annual","2016","2016",477,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","119011357","Greenacre - Mount Lewis","A","Annual","2016","2016",1091,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","119011357","Greenacre - Mount Lewis","A","Annual","2016","2016",970,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","119011358","Padstow","A","Annual","2016","2016",518,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","119011358","Padstow","A","Annual","2016","2016",526,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","119011359","Panania - Milperra - Picnic Point","A","Annual","2016","2016",902,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","119011359","Panania - Milperra - Picnic Point","A","Annual","2016","2016",910,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","119011360","Revesby","A","Annual","2016","2016",594,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","119011360","Revesby","A","Annual","2016","2016",517,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","119011361","Yagoona - Birrong","A","Annual","2016","2016",848,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","119011361","Yagoona - Birrong","A","Annual","2016","2016",779,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","119011571","Bankstown - North","A","Annual","2016","2016",828,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","119011571","Bankstown - North","A","Annual","2016","2016",811,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","119011572","Bankstown - South","A","Annual","2016","2016",721,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","119011572","Bankstown - South","A","Annual","2016","2016",653,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","119021362","Belmore - Belfield","A","Annual","2016","2016",666,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","119021362","Belmore - Belfield","A","Annual","2016","2016",627,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","119021363","Canterbury (South) - Campsie","A","Annual","2016","2016",1031,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","119021363","Canterbury (South) - Campsie","A","Annual","2016","2016",948,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","119021364","Kingsgrove (North) - Earlwood","A","Annual","2016","2016",791,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","119021364","Kingsgrove (North) - Earlwood","A","Annual","2016","2016",727,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","119021366","Punchbowl","A","Annual","2016","2016",898,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","119021366","Punchbowl","A","Annual","2016","2016",834,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","119021367","Roselands","A","Annual","2016","2016",549,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","119021367","Roselands","A","Annual","2016","2016",481,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","119021573","Lakemba","A","Annual","2016","2016",1012,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","119021573","Lakemba","A","Annual","2016","2016",934,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","119021574","Wiley Park","A","Annual","2016","2016",572,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","119021574","Wiley Park","A","Annual","2016","2016",546,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","119031368","Hurstville","A","Annual","2016","2016",728,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","119031368","Hurstville","A","Annual","2016","2016",670,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","119031369","Mortdale - Penshurst","A","Annual","2016","2016",846,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","119031369","Mortdale - Penshurst","A","Annual","2016","2016",794,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","119031370","Narwee - Beverly Hills","A","Annual","2016","2016",463,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","119031370","Narwee - Beverly Hills","A","Annual","2016","2016",415,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","119031371","Oatley - Hurstville Grove","A","Annual","2016","2016",353,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","119031371","Oatley - Hurstville Grove","A","Annual","2016","2016",376,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","119031372","Peakhurst - Lugarno","A","Annual","2016","2016",544,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","119031372","Peakhurst - Lugarno","A","Annual","2016","2016",514,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","119031373","Riverwood","A","Annual","2016","2016",369,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","119031373","Riverwood","A","Annual","2016","2016",329,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","119031374","South Hurstville - Blakehurst","A","Annual","2016","2016",749,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","119031374","South Hurstville - Blakehurst","A","Annual","2016","2016",657,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","119041375","Arncliffe - Bardwell Valley","A","Annual","2016","2016",707,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","119041375","Arncliffe - Bardwell Valley","A","Annual","2016","2016",679,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","119041376","Bexley","A","Annual","2016","2016",1014,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","119041376","Bexley","A","Annual","2016","2016",898,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","119041377","Kingsgrove (South) - Bardwell Park","A","Annual","2016","2016",397,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","119041377","Kingsgrove (South) - Bardwell Park","A","Annual","2016","2016",371,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","119041378","Kogarah","A","Annual","2016","2016",431,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","119041378","Kogarah","A","Annual","2016","2016",420,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","119041379","Kogarah Bay - Carlton - Allawah","A","Annual","2016","2016",562,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","119041379","Kogarah Bay - Carlton - Allawah","A","Annual","2016","2016",516,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","119041380","Monterey - Brighton-le-Sands - Kyeemagh","A","Annual","2016","2016",455,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","119041380","Monterey - Brighton-le-Sands - Kyeemagh","A","Annual","2016","2016",423,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","119041381","Rockdale - Banksia","A","Annual","2016","2016",638,,
"ERP","Estimated Resident Population","2","Females","A04","0 - 4","SA2","Statistical Area Level 2","119041381","Rockdale - Banksia","A","Annual","2016","2016",617,,
"ERP","Estimated Resident Population","1","Males","A04","0 - 4","SA2","Statistical Area Level 2","119041382","Sans Souci - Ramsgate","A","Annual","2016","2016",497,,
